Categoria: Tutte le categorie;;;;
;;;;
Settimana,Romolo: (Italia);;;;
2022-01-02,12;;;;12
2022-01-09,29;;;;29
2022-01-16,19;;;;19
2022-01-23,26;;;;26
2022-01-30,57;;;;57
2022-02-06,100;;;;100
2022-02-13,51;;;;51
2022-02-20,35;;;;35
2022-02-27,36;;;;36
2022-03-06,39;;;;39
2022-03-13,62;;;;62
2022-03-20,50;;;;50
2022-03-27,32;;;;32
2022-04-03,40;;;;40
2022-04-10,33;;;;33
2022-04-17,30;;;;30
2022-04-24,18;;;;18
2022-05-01,36;;;;36
2022-05-08,29;;;;29
2022-05-15,37;;;;37
2022-05-22,20;;;;20
2022-05-29,22;;;;22
2022-06-05,18;;;;18
2022-06-12,10;;;;10
2022-06-19,13;;;;13
2022-06-26,7;;;;7
2022-07-03,13;;;;13
2022-07-10,15;;;;15
2022-07-17,11;;;;11
2022-07-24,16;;;;16
2022-07-31,8;;;;8
2022-08-07,20;;;;20
2022-08-14,22;;;;22
2022-08-21,15;;;;15
2022-08-28,17;;;;17
2022-09-04,18;;;;18
2022-09-11,21;;;;21
2022-09-18,18;;;;18
2022-09-25,28;;;;28
2022-10-02,29;;;;29
2022-10-09,29;;;;29
2022-10-16,21;;;;21
2022-10-23,15;;;;15
2022-10-30,21;;;;21
2022-11-06,24;;;;24
2022-11-13,19;;;;19
2022-11-20,24;;;;24
2022-11-27,25;;;;25
2022-12-04,20;;;;20
2022-12-11,18;;;;18
2022-12-18,18;;;;18
2022-12-25,30;;;;30
2023-01-01,20;;;;20
2023-01-08,23;;;;23
2023-01-15,27;;;;27
2023-01-22,32;;;;32
2023-01-29,25;;;;25
2023-02-05,24;;;;24
2023-02-12,25;;;;25
2023-02-19,31;;;;31
2023-02-26,27;;;;27
2023-03-05,31;;;;31
2023-03-12,30;;;;30
2023-03-19,32;;;;32
2023-03-26,23;;;;23
;;;;
;;;TOTALE;1726
